profile_id,device_info,os,browser,screen,device_type
Windows | UnknownOS | chrome 62.0 | UnknownScreen,Windows,nan,chrome 62.0,nan,desktop
M4 SS4457 Build/MRA58K | UnknownOS | chrome 65.0 for android | UnknownScreen,M4 SS4457 Build/MRA58K,nan,chrome 65.0 for android,nan,mobile
iOS Device | iOS 11.0.3 | mobile safari generic | 1136x640,iOS Device,iOS 11.0.3,mobile safari generic,1136x640,mobile
MacOS | Mac OS X 10_12_6 | chrome 65.0 | 3360x2100,MacOS,Mac OS X 10_12_6,chrome 65.0,3360x2100,desktop
Android 4.4.2 | UnknownOS | android | UnknownScreen,Android 4.4.2,nan,android,nan,mobile
Windows | Windows 10 | chrome 65.0 | 1600x1200,Windows,Windows 10,chrome 65.0,1600x1200,desktop
moto x4 Build/OPW27.57-40 | UnknownOS | chrome generic for android | UnknownScreen,moto x4 Build/OPW27.57-40,nan,chrome generic for android,nan,mobile
MacOS | Mac OS X 10_13_4 | chrome 65.0 | 2560x1600,MacOS,Mac OS X 10_13_4,chrome 65.0,2560x1600,desktop
Ilium X520 Build/NRD90M | UnknownOS | Lanix/Ilium | UnknownScreen,Ilium X520 Build/NRD90M,nan,Lanix/Ilium,nan,mobile
G3123 Build/40.0.A.6.175 | UnknownOS | chrome generic for android | UnknownScreen,G3123 Build/40.0.A.6.175,nan,chrome generic for android,nan,mobile
Trident/7.0 | Windows 10 | ie 11.0 for tablet | 1680x1050,Trident/7.0,Windows 10,ie 11.0 for tablet,1680x1050,desktop
rv:59.0 | Mac OS X 10.13 | firefox 59.0 | 2880x1800,rv:59.0,Mac OS X 10.13,firefox 59.0,2880x1800,desktop
Windows | Windows 7 | chrome 65.0 | 1366x768,Windows,Windows 7,chrome 65.0,1366x768,desktop
SAMSUNG SM-J701M Build/NRD90M | UnknownOS | samsung browser 5.2 | UnknownScreen,SAMSUNG SM-J701M Build/NRD90M,nan,samsung browser 5.2,nan,mobile
Moto G Play Build/NPI26.48-36 | UnknownOS | chrome 65.0 for android | UnknownScreen,Moto G Play Build/NPI26.48-36,nan,chrome 65.0 for android,nan,mobile
P5026A | UnknownOS | chrome generic for android | UnknownScreen,P5026A,nan,chrome generic for android,nan,mobile
Blade A510 Build/MRA58K | UnknownOS | chrome generic for android | UnknownScreen,Blade A510 Build/MRA58K,nan,chrome generic for android,nan,mobile
iOS Device | iOS 11.3.0 | mobile safari generic | 1136x640,iOS Device,iOS 11.3.0,mobile safari generic,1136x640,mobile
ZTE BLADE A6 Build/NMF26F | UnknownOS | chrome generic for android | UnknownScreen,ZTE BLADE A6 Build/NMF26F,nan,chrome generic for android,nan,mobile
Trident/7.0 | Windows 10 | ie 11.0 for desktop | 1600x900,Trident/7.0,Windows 10,ie 11.0 for desktop,1600x900,desktop
SM-G960U Build/R16NW | Android 8.0.0 | chrome generic for android | 2220x1080,SM-G960U Build/R16NW,Android 8.0.0,chrome generic for android,2220x1080,mobile
UnknownDevice | UnknownOS | firefox 48.0 | UnknownScreen,nan,nan,firefox 48.0,nan,desktop
MacOS | Mac OS X 10_13_3 | safari generic | 1366x768,MacOS,Mac OS X 10_13_3,safari generic,1366x768,desktop
HTC Desire 626s Build/LMY47O | UnknownOS | chrome 65.0 for android | UnknownScreen,HTC Desire 626s Build/LMY47O,nan,chrome 65.0 for android,nan,mobile
SM-G955F Build/R16NW | UnknownOS | chrome generic for android | UnknownScreen,SM-G955F Build/R16NW,nan,chrome generic for android,nan,mobile
SAMSUNG SM-G928G Build/NRD90M | UnknownOS | samsung browser 6.4 | UnknownScreen,SAMSUNG SM-G928G Build/NRD90M,nan,samsung browser 6.4,nan,mobile
LG-H872 Build/NRD90U | Android 7.0 | chrome generic for android | 2672x1440,LG-H872 Build/NRD90U,Android 7.0,chrome generic for android,2672x1440,mobile
BLADE V8 SE Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,BLADE V8 SE Build/NRD90M,nan,chrome generic for android,nan,mobile
SM-J500M Build/LMY48B | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-J500M Build/LMY48B,nan,chrome 65.0 for android,nan,mobile
SM-J120H Build/LMY47V | UnknownOS | chrome 53.0 for android | UnknownScreen,SM-J120H Build/LMY47V,nan,chrome 53.0 for android,nan,mobile
Lenovo | UnknownOS | chrome generic | UnknownScreen,Lenovo,nan,chrome generic,nan,desktop
5010G Build/MRA58K | UnknownOS | chrome 59.0 for android | UnknownScreen,5010G Build/MRA58K,nan,chrome 59.0 for android,nan,mobile
iOS Device | iOS 11.2.2 | mobile safari generic | 2048x1536,iOS Device,iOS 11.2.2,mobile safari generic,2048x1536,mobile
HTC Desire 530 Build/MMB29M | UnknownOS | chrome generic for android | UnknownScreen,HTC Desire 530 Build/MMB29M,nan,chrome generic for android,nan,mobile
M4 SS4456 Build/LMY47V | UnknownOS | chrome generic | UnknownScreen,M4 SS4456 Build/LMY47V,nan,chrome generic,nan,desktop
MacOS | Mac OS X 10_13_4 | safari generic | 1440x900,MacOS,Mac OS X 10_13_4,safari generic,1440x900,desktop
5025G Build/LMY47I | UnknownOS | chrome 43.0 for android | UnknownScreen,5025G Build/LMY47I,nan,chrome 43.0 for android,nan,mobile
SM-J200M Build/LMY47X | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-J200M Build/LMY47X,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 7 | chrome generic | 1680x1050,Windows,Windows 7,chrome generic,1680x1050,desktop
Hisense F20 Build/MMB29M | UnknownOS | chrome generic for android | UnknownScreen,Hisense F20 Build/MMB29M,nan,chrome generic for android,nan,mobile
iOS Device | iOS 10.3.3 | chrome 65.0 for ios | 2048x1536,iOS Device,iOS 10.3.3,chrome 65.0 for ios,2048x1536,mobile
UnknownDevice | Linux | chrome 65.0 | 1366x768,nan,Linux,chrome 65.0,1366x768,desktop
Windows | Windows 10 | chrome generic | 1280x1024,Windows,Windows 10,chrome generic,1280x1024,desktop
Windows | Windows 10 | chrome 65.0 | 2736x1824,Windows,Windows 10,chrome 65.0,2736x1824,desktop
LG-K580 Build/MRA58K | UnknownOS | chrome generic for android | UnknownScreen,LG-K580 Build/MRA58K,nan,chrome generic for android,nan,mobile
LG-K500 Build/MMB29M | UnknownOS | chrome 54.0 for android | UnknownScreen,LG-K500 Build/MMB29M,nan,chrome 54.0 for android,nan,mobile
SM-A530F Build/NMF26X | UnknownOS | chrome generic for android | UnknownScreen,SM-A530F Build/NMF26X,nan,chrome generic for android,nan,mobile
LG-D855 Build/LRX21R | UnknownOS | chrome 60.0 for android | UnknownScreen,LG-D855 Build/LRX21R,nan,chrome 60.0 for android,nan,mobile
SAMSUNG SM-A320Y Build/NRD90M | UnknownOS | samsung browser 6.4 | UnknownScreen,SAMSUNG SM-A320Y Build/NRD90M,nan,samsung browser 6.4,nan,mobile
LG-M400 Build/NRD90U | UnknownOS | chrome generic for android | UnknownScreen,LG-M400 Build/NRD90U,nan,chrome generic for android,nan,mobile
XT1032 Build/LPBS23.13-56-2 | UnknownOS | chrome 61.0 for android | UnknownScreen,XT1032 Build/LPBS23.13-56-2,nan,chrome 61.0 for android,nan,mobile
SM-J320M Build/LMY47V | UnknownOS | chrome generic | UnknownScreen,SM-J320M Build/LMY47V,nan,chrome generic,nan,desktop
MacOS | Mac OS X 10_11_6 | chrome 65.0 | 1920x1080,MacOS,Mac OS X 10_11_6,chrome 65.0,1920x1080,desktop
LG-X180g Build/LMY47I | UnknownOS | chrome generic | UnknownScreen,LG-X180g Build/LMY47I,nan,chrome generic,nan,desktop
Moto G Play Build/NPIS26.48-36-5 | UnknownOS | chrome 58.0 for android | UnknownScreen,Moto G Play Build/NPIS26.48-36-5,nan,chrome 58.0 for android,nan,mobile
P5046A | UnknownOS | chrome generic for android | UnknownScreen,P5046A,nan,chrome generic for android,nan,mobile
5085B Build/MRA58K | UnknownOS | chrome 55.0 for android | UnknownScreen,5085B Build/MRA58K,nan,chrome 55.0 for android,nan,mobile
Moto Z2 Play Build/NPSS26.118-19-11 | UnknownOS | chrome generic for android | UnknownScreen,Moto Z2 Play Build/NPSS26.118-19-11,nan,chrome generic for android,nan,mobile
BLADE V7 Build/MRA58K | UnknownOS | chrome generic for android | UnknownScreen,BLADE V7 Build/MRA58K,nan,chrome generic for android,nan,mobile
SM-G950U Build/NRD90M | Android 7.0 | chrome 65.0 for android | 2220x1080,SM-G950U Build/NRD90M,Android 7.0,chrome 65.0 for android,2220x1080,mobile
rv:11.0 | Windows 7 | ie 11.0 for desktop | 1280x1024,rv:11.0,Windows 7,ie 11.0 for desktop,1280x1024,desktop
Windows | Windows 7 | ie 11.0 for desktop | 1680x1050,Windows,Windows 7,ie 11.0 for desktop,1680x1050,desktop
LG-M710 Build/NRD90U | UnknownOS | chrome generic for android | UnknownScreen,LG-M710 Build/NRD90U,nan,chrome generic for android,nan,mobile
ILIUM | UnknownOS | chrome 57.0 for android | UnknownScreen,ILIUM,nan,chrome 57.0 for android,nan,mobile
SM-G355M Build/KOT49H | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G355M Build/KOT49H,nan,chrome 65.0 for android,nan,mobile
Ilium L910 Build/MRA58K | UnknownOS | chrome generic for android | UnknownScreen,Ilium L910 Build/MRA58K,nan,chrome generic for android,nan,mobile
XT1225 | UnknownOS | chrome generic for android | UnknownScreen,XT1225,nan,chrome generic for android,nan,mobile
Lenovo PB2-670Y Build/MRA58K | UnknownOS | chrome 64.0 for android | UnknownScreen,Lenovo PB2-670Y Build/MRA58K,nan,chrome 64.0 for android,nan,mobile
SM-A320Y Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,SM-A320Y Build/NRD90M,nan,chrome generic for android,nan,mobile
UnknownDevice | Android | chrome | 1920x1080,nan,Android,chrome,1920x1080,mobile
SM-G955F Build/R16NW | UnknownOS | other | UnknownScreen,SM-G955F Build/R16NW,nan,other,nan,mobile
TA-1028 Build/NMF26O | UnknownOS | chrome generic for android | UnknownScreen,TA-1028 Build/NMF26O,nan,chrome generic for android,nan,mobile
Windows | other | chrome 61.0 | 1280x720,Windows,other,chrome 61.0,1280x720,desktop
HUAWEI VNS-L53 Build/HUAWEIVNS-L53 | UnknownOS | chrome generic for android | UnknownScreen,HUAWEI VNS-L53 Build/HUAWEIVNS-L53,nan,chrome generic for android,nan,mobile
UnknownDevice | Android | chrome 58.0 | 801x480,nan,Android,chrome 58.0,801x480,mobile
SM-G950F Build/R16NW | UnknownOS | chrome 65.0 for android | UnknownScreen,SM-G950F Build/R16NW,nan,chrome 65.0 for android,nan,mobile
SM-T810 Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,SM-T810 Build/NRD90M,nan,chrome generic for android,nan,mobile
MYA-L03 Build/HUAWEIMYA-L03 | UnknownOS | chrome 52.0 for android | UnknownScreen,MYA-L03 Build/HUAWEIMYA-L03,nan,chrome 52.0 for android,nan,mobile
GT-I8190L Build/JZO54K | UnknownOS | chrome generic | UnknownScreen,GT-I8190L Build/JZO54K,nan,chrome generic,nan,desktop
SM-G550T1 Build/MMB29K | UnknownOS | chrome 62.0 for android | UnknownScreen,SM-G550T1 Build/MMB29K,nan,chrome 62.0 for android,nan,mobile
SM-J727T1 Build/NRD90M | Android 7.0 | chrome generic for android | 1280x720,SM-J727T1 Build/NRD90M,Android 7.0,chrome generic for android,1280x720,mobile
SAMSUNG SM-J500M Build/MMB29M | UnknownOS | samsung browser 6.4 | UnknownScreen,SAMSUNG SM-J500M Build/MMB29M,nan,samsung browser 6.4,nan,mobile
SM-N920T Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,SM-N920T Build/NRD90M,nan,chrome generic for android,nan,mobile
LG-K530 Build/MMB29M | UnknownOS | chrome generic for android | UnknownScreen,LG-K530 Build/MMB29M,nan,chrome generic for android,nan,mobile
XT1635-02 Build/NPN26.118-22-2 | UnknownOS | chrome generic for android | UnknownScreen,XT1635-02 Build/NPN26.118-22-2,nan,chrome generic for android,nan,mobile
Y635-L03 Build/HuaweiY635-L03 | UnknownOS | chrome 60.0 for android | UnknownScreen,Y635-L03 Build/HuaweiY635-L03,nan,chrome 60.0 for android,nan,mobile
5011A Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,5011A Build/NRD90M,nan,chrome generic for android,nan,mobile
SM-G955U Build/R16NW | Android 8.0.0 | chrome generic for android | 2220x1081,SM-G955U Build/R16NW,Android 8.0.0,chrome generic for android,2220x1081,mobile
rv:46.0 | Windows 7 | firefox | 1920x1080,rv:46.0,Windows 7,firefox,1920x1080,desktop
LG-K220 Build/MXB48T | UnknownOS | chrome generic for android | UnknownScreen,LG-K220 Build/MXB48T,nan,chrome generic for android,nan,mobile
ZTE BLADE V8 MINI Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,ZTE BLADE V8 MINI Build/NRD90M,nan,chrome generic for android,nan,mobile
RS988 | Android 7.0 | chrome generic for android | 2560x1440,RS988,Android 7.0,chrome generic for android,2560x1440,mobile
Moto G Play Build/NPIS26.48-36-5 | UnknownOS | chrome generic for android | UnknownScreen,Moto G Play Build/NPIS26.48-36-5,nan,chrome generic for android,nan,mobile
Hisense L675 Build/MRA58K | UnknownOS | chrome generic for android | UnknownScreen,Hisense L675 Build/MRA58K,nan,chrome generic for android,nan,mobile
XT1254 Build/MCG24.251-5-5 | Android 6.0.1 | chrome generic for android | 2560x1440,XT1254 Build/MCG24.251-5-5,Android 6.0.1,chrome generic for android,2560x1440,mobile
SM-G9600 Build/R16NW | UnknownOS | chrome generic for android | UnknownScreen,SM-G9600 Build/R16NW,nan,chrome generic for android,nan,mobile
SM-N950U Build/NMF26X | UnknownOS | chrome generic for android | UnknownScreen,SM-N950U Build/NMF26X,nan,chrome generic for android,nan,mobile
Moto C Build/NRD90M.054 | UnknownOS | chrome generic for android | UnknownScreen,Moto C Build/NRD90M.054,nan,chrome generic for android,nan,mobile
XT1572 Build/NPHS25.200-15-8 | UnknownOS | chrome generic for android | UnknownScreen,XT1572 Build/NPHS25.200-15-8,nan,chrome generic for android,nan,mobile
Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1279x1024,Trident/7.0,Windows 7,ie 11.0 for desktop,1279x1024,desktop
LG-M400 Build/NRD90U | UnknownOS | chrome 60.0 for android | UnknownScreen,LG-M400 Build/NRD90U,nan,chrome 60.0 for android,nan,mobile
LG-H815 Build/MRA58K | UnknownOS | chrome 65.0 for android | UnknownScreen,LG-H815 Build/MRA58K,nan,chrome 65.0 for android,nan,mobile
Windows | Windows 7 | chrome generic | 2560x1440,Windows,Windows 7,chrome generic,2560x1440,desktop
Hisense F23 Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,Hisense F23 Build/NRD90M,nan,chrome generic for android,nan,mobile
Build/OPM1.171019.011 | UnknownOS | chrome generic for android | UnknownScreen,Build/OPM1.171019.011,nan,chrome generic for android,nan,mobile
SM-G950U Build/R16NW | Android 8.0.0 | chrome generic for android | 2220x1080,SM-G950U Build/R16NW,Android 8.0.0,chrome generic for android,2220x1080,mobile
SM-G955U Build/NRD90M | UnknownOS | chrome generic for android | UnknownScreen,SM-G955U Build/NRD90M,nan,chrome generic for android,nan,mobile
LG-K410 Build/LRX22G | UnknownOS | chrome generic | UnknownScreen,LG-K410 Build/LRX22G,nan,chrome generic,nan,desktop
MacOS | Mac OS X 10_10_5 | chrome generic | 1366x768,MacOS,Mac OS X 10_10_5,chrome generic,1366x768,desktop
Blade L5 Build/LMY47I | UnknownOS | chrome generic | UnknownScreen,Blade L5 Build/LMY47I,nan,chrome generic,nan,desktop
SAMSUNG SM-G950U Build/NRD90M | Android 7.0 | samsung browser 6.4 | 2220x1080,SAMSUNG SM-G950U Build/NRD90M,Android 7.0,samsung browser 6.4,2220x1080,mobile
Energy X 2 Build/E050L | UnknownOS | chrome 50.0 for android | UnknownScreen,Energy X 2 Build/E050L,nan,chrome 50.0 for android,nan,mobile
Moto Z2 Play Build/NPS26.118-19 | UnknownOS | chrome generic for android | UnknownScreen,Moto Z2 Play Build/NPS26.118-19,nan,chrome generic for android,nan,mobile
F3313 Build/37.0.A.2.248 | UnknownOS | chrome generic for android | UnknownScreen,F3313 Build/37.0.A.2.248,nan,chrome generic for android,nan,mobile
Blade L2 Plus Build/KOT49H | UnknownOS | chrome 62.0 for android | UnknownScreen,Blade L2 Plus Build/KOT49H,nan,chrome 62.0 for android,nan,mobile
SM-G950F Build/R16NW | UnknownOS | chrome generic for android | UnknownScreen,SM-G950F Build/R16NW,nan,chrome generic for android,nan,mobile
SAMSUNG SM-G920T Build/NRD90M | Android 7.0 | samsung | 2560x1440,SAMSUNG SM-G920T Build/NRD90M,Android 7.0,samsung,2560x1440,mobile
Trident/7.0 | UnknownOS | Microsoft/Windows | UnknownScreen,Trident/7.0,nan,Microsoft/Windows,nan,mobile
S57 Build/KTU84P | UnknownOS | chrome generic | UnknownScreen,S57 Build/KTU84P,nan,chrome generic,nan,desktop
KFGIWI Build/LVY48F | UnknownOS | chrome generic | UnknownScreen,KFGIWI Build/LVY48F,nan,chrome generic,nan,desktop
UnknownDevice | UnknownOS | android webview 4.0 | UnknownScreen,nan,nan,android webview 4.0,nan,mobile
5054S Build/LMY47V | UnknownOS | chrome 64.0 for android | UnknownScreen,5054S Build/LMY47V,nan,chrome 64.0 for android,nan,mobile
G3313 Build/43.0.A.5.79 | UnknownOS | chrome generic for android | UnknownScreen,G3313 Build/43.0.A.5.79,nan,chrome generic for android,nan,mobile
moto x4 Build/OPWS27.57-40-14 | UnknownOS | chrome generic for android | UnknownScreen,moto x4 Build/OPWS27.57-40-14,nan,chrome generic for android,nan,mobile
Windows | UnknownOS | chrome 66.0 | UnknownScreen,Windows,nan,chrome 66.0,nan,desktop
MacOS | Mac OS X 10_11_6 | chrome 65.0 | 1440x900,MacOS,Mac OS X 10_11_6,chrome 65.0,1440x900,desktop
SM-G930U Build/NRD90M | UnknownOS | chrome 66.0 for android | UnknownScreen,SM-G930U Build/NRD90M,nan,chrome 66.0 for android,nan,mobile
SM-N950F Build/NMF26X | UnknownOS | chrome 66.0 for android | UnknownScreen,SM-N950F Build/NMF26X,nan,chrome 66.0 for android,nan,mobile
UnknownDevice | UnknownOS | chrome 66.0 | UnknownScreen,nan,nan,chrome 66.0,nan,desktop
F3113 Build/33.3.A.1.97 | UnknownOS | android webview 4.0 | UnknownScreen,F3113 Build/33.3.A.1.97,nan,android webview 4.0,nan,mobile
XT1650 Build/NPLS26.118-20-5-3 | UnknownOS | chrome 66.0 for android | UnknownScreen,XT1650 Build/NPLS26.118-20-5-3,nan,chrome 66.0 for android,nan,mobile
moto x4 Build/OPW27.57-40 | UnknownOS | chrome 66.0 for android | UnknownScreen,moto x4 Build/OPW27.57-40,nan,chrome 66.0 for android,nan,mobile
SM-J701M Build/NRD90M | UnknownOS | chrome 66.0 for android | UnknownScreen,SM-J701M Build/NRD90M,nan,chrome 66.0 for android,nan,mobile
MacOS | Mac OS X 10_10_5 | safari 10.0 | 2560x1600,MacOS,Mac OS X 10_10_5,safari 10.0,2560x1600,desktop
SM-J700M Build/LMY48B | UnknownOS | chrome 43.0 for android | UnknownScreen,SM-J700M Build/LMY48B,nan,chrome 43.0 for android,nan,mobile
UnknownDevice | Linux | chrome 66.0 | 2560x1440,nan,Linux,chrome 66.0,2560x1440,desktop
Windows | Windows 10 | chrome 66.0 | 1920x1080,Windows,Windows 10,chrome 66.0,1920x1080,desktop
MacOS | Mac OS X 10_13_3 | chrome 66.0 | 1600x900,MacOS,Mac OS X 10_13_3,chrome 66.0,1600x900,desktop
SM-G610M Build/MMB29K | UnknownOS | chrome 66.0 for android | UnknownScreen,SM-G610M Build/MMB29K,nan,chrome 66.0 for android,nan,mobile
Moto G (5) Build/NPP25.137-82 | UnknownOS | chrome 66.0 for android | UnknownScreen,Moto G (5) Build/NPP25.137-82,nan,chrome 66.0 for android,nan,mobile
5012G Build/MRA58K | UnknownOS | chrome 66.0 for android | UnknownScreen,5012G Build/MRA58K,nan,chrome 66.0 for android,nan,mobile
Hisense F23 Build/NRD90M | UnknownOS | chrome 66.0 for android | UnknownScreen,Hisense F23 Build/NRD90M,nan,chrome 66.0 for android,nan,mobile
SM-J327VPP Build/NRD90M | UnknownOS | chrome 64.0 for android | UnknownScreen,SM-J327VPP Build/NRD90M,nan,chrome 64.0 for android,nan,mobile
HUAWEI G7-L03 Build/HuaweiG7-L03 | UnknownOS | chrome 66.0 for android | UnknownScreen,HUAWEI G7-L03 Build/HuaweiG7-L03,nan,chrome 66.0 for android,nan,mobile
SM-T813 Build/NRD90M | Android 7.0 | chrome 66.0 for android | 2048x1536,SM-T813 Build/NRD90M,Android 7.0,chrome 66.0 for android,2048x1536,mobile
UnknownDevice | UnknownOS | chrome 66.0 for ios | UnknownScreen,nan,nan,chrome 66.0 for ios,nan,mobile
Moto G (4) Build/NPJS25.93-14-8 | UnknownOS | chrome 65.0 for android | UnknownScreen,Moto G (4) Build/NPJS25.93-14-8,nan,chrome 65.0 for android,nan,mobile
CAM-L03 Build/HUAWEICAM-L03 | UnknownOS | chrome 66.0 for android | UnknownScreen,CAM-L03 Build/HUAWEICAM-L03,nan,chrome 66.0 for android,nan,mobile
Moto E (4) Build/NMA26.42-19 | UnknownOS | chrome 66.0 for android | UnknownScreen,Moto E (4) Build/NMA26.42-19,nan,chrome 66.0 for android,nan,mobile
6039A Build/LRX22G | UnknownOS | chrome 66.0 for android | UnknownScreen,6039A Build/LRX22G,nan,chrome 66.0 for android,nan,mobile
E2306 Build/26.1.A.3.111 | UnknownOS | chrome 66.0 for android | UnknownScreen,E2306 Build/26.1.A.3.111,nan,chrome 66.0 for android,nan,mobile
ALE-L23 Build/HuaweiALE-L23 | UnknownOS | chrome 66.0 for android | UnknownScreen,ALE-L23 Build/HuaweiALE-L23,nan,chrome 66.0 for android,nan,mobile
SM-G955F Build/R16NW | UnknownOS | chrome 66.0 for android | UnknownScreen,SM-G955F Build/R16NW,nan,chrome 66.0 for android,nan,mobile
MotoE2(4G-LTE | UnknownOS | chrome 63.0 for android | UnknownScreen,MotoE2(4G-LTE,nan,chrome 63.0 for android,nan,mobile
AX1060 | UnknownOS | chrome 65.0 for android | UnknownScreen,AX1060,nan,chrome 65.0 for android,nan,mobile
MacOS | Mac OS X 10_11_6 | safari 11.0 | 2560x1600,MacOS,Mac OS X 10_11_6,safari 11.0,2560x1600,desktop
Moto G (5) Plus Build/NPN25.137-92 | UnknownOS | chrome 66.0 for android | UnknownScreen,Moto G (5) Plus Build/NPN25.137-92,nan,chrome 66.0 for android,nan,mobile
Hisense U963 Build/MRA58K | UnknownOS | android webview 4.0 | UnknownScreen,Hisense U963 Build/MRA58K,nan,android webview 4.0,nan,mobile
XT1032 Build/LPBS23.13-56-2 | UnknownOS | chrome 66.0 for android | UnknownScreen,XT1032 Build/LPBS23.13-56-2,nan,chrome 66.0 for android,nan,mobile
Windows | Windows 10 | chrome 66.0 | 1366x768,Windows,Windows 10,chrome 66.0,1366x768,desktop
LG-M700 Build/NMF26X | UnknownOS | chrome 61.0 for android | UnknownScreen,LG-M700 Build/NMF26X,nan,chrome 61.0 for android,nan,mobile
SM-P550 | UnknownOS | chrome 66.0 for android | UnknownScreen,SM-P550,nan,chrome 66.0 for android,nan,mobile
